File,Best Parameters,Best Score,Mean Squared Error,R^2 Score,Top 1 Feature,Top 1 Importance,Top 2 Feature,Top 2 Importance,Top 3 Feature,Top 3 Importance,Top 4 Feature,Top 4 Importance,Top 5 Feature,Top 5 Importance,Top 6 Feature,Top 6 Importance,Top 7 Feature,Top 7 Importance,Top 8 Feature,Top 8 Importance,Top 9 Feature,Top 9 Importance,Top 10 Feature,Top 10 Importance,Top 11 Feature,Top 11 Importance,Top 12 Feature,Top 12 Importance,Top 13 Feature,Top 13 Importance,Top 14 Feature,Top 14 Importance,Top 15 Feature,Top 15 Importance,Top 16 Feature,Top 16 Importance,Top 17 Feature,Top 17 Importance,Top 18 Feature,Top 18 Importance,Top 19 Feature,Top 19 Importance,Top 20 Feature,Top 20 Importance,Top 21 Feature,Top 21 Importance,Top 22 Feature,Top 22 Importance,Top 23 Feature,Top 23 Importance,Top 24 Feature,Top 24 Importance,Top 25 Feature,Top 25 Importance
csv/finviz (13).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",0.5193996176663996,1.8806061718078507e-07,0.9999999995573174,Market Force Indicator,0.4780277615399949,Market Force Indicator Volume_Float_Ratio,0.32280442434236445,Volume Market Force Indicator,0.020774389426157423,Relative Volume,0.017274333466829103,Volatility (Week) Volatility (Month),0.016795527659152744,Float Short Short Interest,0.015652374349682523,Open Average True Range,0.011295747607476028,Institutional Ownership,0.009372260314640357,Market Force Indicator^2,0.008509159360027845,Float Short Volume_Float_Ratio,0.007887774538693593,Relative Volume Institutional Transactions,0.006807166928886679,Market Force Indicator Insider Transactions,0.006037734473316284,Low,0.005358735392315194,Average True Range Volatility (Week),0.00521782371172793,Volume Per Minute Average True Range,0.004493775642589264,Float Short High,0.0038805442939941768,Volume Volume_Float_Ratio,0.0034853516738674057,Short Ratio Short Interest,0.0032961468166491253,Volume Average True Range,0.0028826511685141796,Low^2,0.0025375773387883104,Float Per Minute Volume Per Minute,0.0024272827840649018,Volume,0.0023074610936065034,Relative Volume Volume_Float_Ratio,0.0018491818835803262,Average True Range Insider Ownership,0.0018384375515797164,Insider Transactions Volume_Float_Ratio,0.0017907774963719675
csv/finviz (36).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 100, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 1, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",0.10747276093537088,1.2829850418980579e-08,0.9999999999943519,Volume Float Short,0.27832724905828077,Float Short Insider Transactions,0.13666825219292938,Average True Range^2,0.10485843824308717,Open Insider Transactions,0.10274218319368338,Volume,0.06742943448471016,Market Cap Open,0.0620083797848597,Volume Per Minute Short Ratio,0.040312426101836815,Volume Per Minute Float Short,0.031608186740907956,Float Short Short Ratio,0.018063891892452725,P/E Short Ratio,0.017014478346154646,Relative Volume,0.013490700591975834,Institutional Ownership Volume_Float_Ratio,0.012782129768886485,Price Volume Per Minute,0.01276702511505882,Volume Short Ratio,0.009903962718433478,Volatility (Week) Volatility (Month),0.007866240823266887,P/E Institutional Transactions,0.007365769547413673,Volatility (Week) Volume_Float_Ratio,0.007123112702326392,Volume_Float_Ratio,0.005899061568518446,Short Ratio,0.005096335700232144,Float Short Relative Volume,0.0045461888401035575,Short Ratio Institutional Transactions,0.00440214359754963,Short Ratio High,0.004289447828481443,P/E Short Interest,0.0038777775754619665,Short Interest Open,0.0036680066376666457,Low,0.0027823855316337497
csv/finviz (31).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,1.2690887416249788e-05,0.9999999958574478,Short Interest Volatility (Week),0.2929612159054556,P/E Average True Range,0.18749517817949166,P/E Price,0.13149101320135184,Insider Transactions Volume_Float_Ratio,0.0843860688884682,P/E Open,0.08318694715183414,P/E Volume_Float_Ratio,0.06702805788890043,Market Force Indicator,0.03622831222318266,Average True Range^2,0.020235447483545863,P/E Short Interest,0.013311311029065435,Average True Range,0.01119865622962587,Volume Per Minute Short Ratio,0.010069765872410541,Short Ratio,0.008411802198912384,Market Force Indicator Insider Ownership,0.00717148264069678,Short Ratio Institutional Ownership,0.007154235103481733,Float Short Relative Volume,0.006184847956337467,P/E Float Short,0.003902989684938725,P/E Short Ratio,0.003299821684610078,Short Ratio Insider Transactions,0.003250475383738585,Float Short Short Ratio,0.002790503868365969,Market Cap Relative Volume,0.0027651094300001474,Short Interest Insider Ownership,0.002746492546005129,Volume^2,0.002298518210571089,Open Relative Volume,0.002080304245592659,Float Short^2,0.0020563296729371986,Float Short Institutional Ownership,0.0017590726783518825
csv/finviz (73).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",-5358.082964465642,0.0002490485788977599,0.9999994776289829,Relative Volume Institutional Ownership,0.29514236664074683,P/E Institutional Transactions,0.16157886280149977,Institutional Ownership Volume_Float_Ratio,0.14775661250289915,Institutional Ownership Institutional Transactions,0.073045393086168,Short Ratio Short Interest,0.07048455858923168,Market Force Indicator Insider Transactions,0.05651933149610054,Market Cap Low,0.03809330260047707,Float Short Low,0.021004091797547305,Volume Volume_Float_Ratio,0.01825608742552017,P/E Low,0.011577146477732074,Open Insider Transactions,0.010892378355246845,High Institutional Ownership,0.010786166599154315,Volume Institutional Transactions,0.010511896623141607,P/E,0.009342569383928571,Relative Volume,0.007786316014043185,Market Force Indicator Institutional Transactions,0.0075481138807363376,Volatility (Week) Volatility (Month),0.007059534512876622,Insider Transactions^2,0.006952416444505043,Float Per Minute Volume_Float_Ratio,0.004304973936679716,Volume High,0.00394588477277935,P/E Short Ratio,0.00357004484050032,Volume Market Force Indicator,0.003347941648626533,Market Force Indicator High,0.002201354145496482,P/E Price,0.0019451338193936902,Market Force Indicator Volatility (Month),0.001564910334208891
csv/10_00.csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 1, 'gb__max_depth': 4, 'gb__learning_rate': 0.01}",-1.6293791674790736,6.788309198745816,0.9191774049308953,Relative Volume,0.07869572799966143,Volume_Float_Ratio,0.06213363788656275,Market Force Indicator,0.05230854455070598,Volume Per Minute Institutional Transactions,0.04307880772476503,Relative Volume Volatility (Week),0.03556008398556318,Float Short Institutional Transactions,0.0318114476014671,Market Force Indicator Institutional Transactions,0.03175423654883402,P/E Market Force Indicator,0.03133086755226629,Volume,0.029615177639088976,Relative Volume Volume_Float_Ratio,0.02420312502253172,Volume_Float_Ratio^2,0.02189840666250628,Relative Volume^2,0.020278660622773594,Market Force Indicator Volume_Float_Ratio,0.019944896240532677,P/E Volume Per Minute,0.018966927128091508,Volume Per Minute,0.017454160923533222,Relative Volume Volatility (Month),0.016430276276898147,Volatility (Month) Volume_Float_Ratio,0.014855372499128326,Market Force Indicator^2,0.014764376546723574,Low Insider Ownership,0.014542300921137289,P/E Institutional Transactions,0.014428150782264703,Volatility (Month) Insider Ownership,0.01356921892205795,Low Institutional Transactions,0.012851056602356166,Price Insider Ownership,0.01284629410599579,Short Ratio Relative Volume,0.01192008480405365,Volume Per Minute^2,0.011706113715249896
csv/finviz (20).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,4.6503175997237904e-08,0.999999999763367,Volume^2,0.7341900595031663,Volume Volume Per Minute,0.11400324235032067,P/E High,0.03614299149251679,Volume Volatility (Week),0.015406292698217488,Short Interest High,0.015383341900277943,Open^2,0.011030411941657868,Volume Per Minute High,0.009733314944437133,Insider Transactions Institutional Ownership,0.0070585775689680184,Float Per Minute High,0.006541221722535524,Price Low,0.006226340136301137,Institutional Ownership^2,0.005983893393378349,Volume_Float_Ratio,0.004796988425360207,Volatility (Week)^2,0.0043091895778670985,Volume Short Ratio,0.003981523399474128,Low^2,0.00372973812086328,Price^2,0.002793188470945179,Float Per Minute Open,0.001788150974345488,Float Per Minute Float Short,0.0015471503953659697,Relative Volume^2,0.0014392868709605412,Volume,0.0013673562711728694,Volume Per Minute^2,0.001299643429784354,Average True Range,0.0011144386410457292,Volume_Float_Ratio^2,0.000968706799413872,Open Insider Ownership,0.0008810258281432861,High Insider Transactions,0.0007598200604445781
csv/finviz (12).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 200, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 2, 'gb__max_depth': 4, 'gb__learning_rate': 0.1}",-0.11421353419498341,4.141152279722883e-07,0.9999999993129272,Market Force Indicator,0.7312833530792467,Volume Per Minute^2,0.03231398889605976,Float Per Minute Institutional Ownership,0.022285887928049912,Relative Volume^2,0.021425834459593916,Volume,0.021071380227586648,Market Cap Institutional Ownership,0.0179657210995927,Volume^2,0.016975712607230523,Volume Insider Transactions,0.01178730961344279,Market Force Indicator Float Short,0.011726124531528256,Average True Range Volume_Float_Ratio,0.010580280477294873,Float Per Minute Short Ratio,0.009547742442668676,Volume Volume Per Minute,0.006743275169171523,Relative Volume Institutional Ownership,0.006367624239900459,Volume Per Minute Insider Transactions,0.006264259610840967,Volume_Float_Ratio^2,0.005990801192701891,Short Ratio Low,0.0053987099075478665,Market Cap Short Ratio,0.004414975509136946,Volume Per Minute Volume_Float_Ratio,0.0041697746564737055,Short Ratio Open,0.003924338316678279,Volume_Float_Ratio,0.0034216936666934456,Float Per Minute Market Force Indicator,0.003377098644487141,Relative Volume Volume_Float_Ratio,0.003216466326553592,Average True Range Insider Ownership,0.0028272219205929742,Low,0.0026204603742895774,High^2,0.0026023865567995365
csv/finviz (26).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 4, 'gb__max_depth': 3, 'gb__learning_rate': 0.01}",-4.040600566858052,15.05481393399363,0.7433746543202467,Relative Volume Volume_Float_Ratio,0.2962394314732581,Short Ratio Institutional Transactions,0.11621360568679281,Float Short Institutional Transactions,0.06363565064228,Market Force Indicator Volume_Float_Ratio,0.05167392197577075,Volume_Float_Ratio^2,0.05121303106346535,Float Short,0.04225463470454784,Average True Range^2,0.03573136074951624,Insider Transactions Volume_Float_Ratio,0.035004811571938056,Relative Volume Insider Transactions,0.020100264222988867,Volume Per Minute Relative Volume,0.010543597516115893,P/E Float Short,0.010202591053348711,P/E Short Interest,0.009894992201829192,Average True Range Insider Transactions,0.009680796861096732,Market Force Indicator Relative Volume,0.009260235153574825,Short Interest Open,0.008422162770015352,Short Interest Institutional Transactions,0.008177797099814376,Volume Short Interest,0.007470570582505733,Relative Volume Insider Ownership,0.00742397352846605,Short Interest Insider Ownership,0.007001066107792081,Average True Range Volatility (Week),0.006516700143694783,Relative Volume Institutional Transactions,0.0062111370171072,Volume Per Minute Insider Transactions,0.005903973776908356,Relative Volume Average True Range,0.0058535896330814555,Short Interest High,0.005817666301845296,Market Force Indicator Insider Transactions,0.005713646171477802
csv/finviz (23).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 2, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",-14.130911722072302,8.965917794809703e-12,0.999999999999939,Price Float Per Minute,0.2674600838295334,Market Force Indicator Institutional Ownership,0.14578818767380766,Relative Volume,0.11135175337704131,Volatility (Week)^2,0.084160175773859,Relative Volume^2,0.0639435126512813,Price Open,0.059787984577342634,Short Interest High,0.0367540559913996,Float Per Minute Insider Ownership,0.025638209770311244,Insider Ownership Institutional Transactions,0.024983967610018438,Volume Market Force Indicator,0.02233808870381295,Float Short^2,0.01661960058658592,Insider Ownership,0.01398809306926415,Average True Range Volatility (Week),0.0125468657439932,Float Per Minute Volatility (Month),0.009373527159748665,Price High,0.008930279368211263,Volume Per Minute Institutional Ownership,0.008340748314671053,Float Short Insider Transactions,0.00784748512130013,Insider Ownership Insider Transactions,0.006564819490079971,Market Force Indicator Volatility (Month),0.006499379680118209,Average True Range Institutional Transactions,0.005431826130344103,Volume Volume_Float_Ratio,0.005213098353746149,Market Cap^2,0.00502554043510328,Low Open,0.005015145153218477,P/E Market Force Indicator,0.004079763050324963,Volume Per Minute Float Short,0.004047433436856503
csv/finviz (63).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,3.377774343349269e-05,0.9999999916272674,Market Force Indicator,0.21318542589643993,Insider Ownership,0.1389571066639149,Volume^2,0.11791162132597736,Market Cap Institutional Transactions,0.08236719578250455,Float Per Minute Insider Transactions,0.07107111326291897,P/E Average True Range,0.06153383414808049,Institutional Transactions^2,0.05184510833359158,Float Short Institutional Transactions,0.04426758906165379,Relative Volume,0.037159291935353736,Volume Per Minute Volatility (Week),0.02766344933206687,Market Force Indicator Average True Range,0.024212046551579172,Market Force Indicator Open,0.020125052044277073,Open Average True Range,0.017095122478989453,Market Force Indicator Insider Transactions,0.016158870939357656,P/E Insider Ownership,0.01421639405627013,Insider Transactions Volume_Float_Ratio,0.009314479417665285,Volume Per Minute Average True Range,0.008001561651788657,Low Open,0.006606164664972621,Short Interest Relative Volume,0.0059997266862121335,Volume Per Minute Short Ratio,0.005615966135399033,Volume Volatility (Week),0.0034745005696495126,Market Cap Volatility (Month),0.0027297749890948775,High Insider Transactions,0.002639776234618703,Market Force Indicator Low,0.002151881984876056,Market Force Indicator Institutional Transactions,0.00184591218875114
csv/finviz (72).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,5.218869559358813e-07,0.9999999994086982,P/E Low,0.3072286478744196,P/E Insider Transactions,0.23995910573046547,P/E Open,0.16500298410847647,P/E Price,0.14064413354689667,Volatility (Week) Insider Transactions,0.02958677728797638,High Institutional Transactions,0.02622197056374857,Institutional Ownership Volume_Float_Ratio,0.016980201876560675,Volume Per Minute Insider Transactions,0.009805185014280045,P/E Institutional Ownership,0.008728520429784848,Short Interest Institutional Ownership,0.007321734013833533,Volume_Float_Ratio^2,0.007134277045006271,Market Force Indicator Insider Transactions,0.005032407504012576,Relative Volume Institutional Ownership,0.004574907033033291,Average True Range Institutional Ownership,0.004104531671079461,Relative Volume,0.0037648383819336123,Relative Volume Average True Range,0.0026378612829879695,Insider Ownership Volume_Float_Ratio,0.002269886933079311,Insider Transactions Volume_Float_Ratio,0.0019068801456392764,P/E Short Interest,0.001857554617701802,Short Ratio Volatility (Month),0.0015754073492657355,Short Ratio Average True Range,0.0015613131593834964,Short Interest,0.0014316081872548802,Market Cap Volatility (Month),0.001158447294587527,P/E Volatility (Month),0.0010884025501052893,Float Short Insider Transactions,0.0010450203669064002
csv/9_45.csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",-1.0472239764548266,7.688203350542759e-07,0.999999991395805,Volume Per Minute Short Ratio,0.24341197748218246,Volume Per Minute,0.15845963483954748,Short Ratio Volume_Float_Ratio,0.09994576969206541,Relative Volume^2,0.0705016836051904,Volume Relative Volume,0.07029041113369684,Volume_Float_Ratio,0.0492207124324968,Market Force Indicator,0.029001202455560936,Institutional Ownership^2,0.022608575217684106,Relative Volume,0.019003710280740313,P/E Volume_Float_Ratio,0.01451846552074651,Open Institutional Transactions,0.013895807977670172,Volatility (Month) Insider Transactions,0.013002012835258061,Relative Volume Volatility (Month),0.012889843567045835,Insider Ownership Institutional Transactions,0.011264532481880425,Volume^2,0.009866471230406074,Float Short Institutional Ownership,0.009821989154812468,Volume Per Minute^2,0.009613775855861022,Short Ratio Institutional Transactions,0.00905023219216655,Institutional Ownership Institutional Transactions,0.008517998114327827,Float Per Minute Insider Ownership,0.00817259252536845,Relative Volume Insider Ownership,0.006448146108573574,Float Per Minute Market Force Indicator,0.006340760780346017,Volume Market Force Indicator,0.004785779492367034,Institutional Ownership,0.004258457427649819,Volume Insider Ownership,0.004194448646555702
csv/finviz (53).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 4, 'gb__max_depth': 5, 'gb__learning_rate': 0.01}",-1.928733232666599,59.62917477210087,0.8323335034148761,Relative Volume,0.538311202011292,Volume_Float_Ratio^2,0.09650474229316053,Relative Volume Volume_Float_Ratio,0.05775349159455561,Volume_Float_Ratio,0.05712775030265153,Market Force Indicator Volume_Float_Ratio,0.04519624617685412,Volatility (Week) Insider Ownership,0.0282158849019451,Market Force Indicator,0.025433787318380415,Volatility (Week) Volume_Float_Ratio,0.024408741026053997,Relative Volume Volatility (Week),0.017940651016995886,Market Force Indicator Short Interest,0.012885030844579502,Market Force Indicator Volatility (Week),0.012722531034348672,Market Force Indicator Short Ratio,0.01212172214383068,Volatility (Month) Insider Ownership,0.011323203048362254,Short Interest Insider Ownership,0.010734420541284827,Volatility (Week)^2,0.010059130815715722,Average True Range Volatility (Week),0.004333186839030703,Average True Range Insider Ownership,0.002725876393239863,Short Interest Institutional Transactions,0.002339673778448578,Market Cap Insider Ownership,0.0021916072373493797,Short Ratio Insider Ownership,0.002179066064557058,Short Interest,0.0018204705509294674,Average True Range Volatility (Month),0.0018001491870831953,P/E Short Interest,0.001684351172672954,Market Force Indicator Average True Range,0.0013646873449077797,Float Per Minute Insider Ownership,0.0012076651342863818
csv/finviz (68).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,3.0857108288181282e-06,0.9999999971445032,P/E Low,0.319118553010584,Market Force Indicator Relative Volume,0.20423587319299885,P/E Price,0.13071095884351927,Volume Volatility (Month),0.08517968356441918,P/E Open,0.07331248402016873,P/E Volume Per Minute,0.041405723163766284,P/E Volatility (Week),0.027984976091698716,Float Per Minute Short Interest,0.025848626252976084,Volume_Float_Ratio,0.01920802678994307,Market Force Indicator Volatility (Month),0.016733128502588655,Volume Short Ratio,0.010709202244776268,Relative Volume Insider Transactions,0.009228077846033696,Volume_Float_Ratio^2,0.006452561992056816,Float Short Institutional Ownership,0.005590757897216162,High^2,0.003580291046729023,Relative Volume Insider Ownership,0.0034761297183019935,Insider Ownership Institutional Transactions,0.0034232551492165047,Market Cap Short Interest,0.002814197952137146,Insider Transactions Institutional Transactions,0.001996473344029843,Short Interest Institutional Ownership,0.00128448678588248,Volume Institutional Ownership,0.0011586892698095869,Market Cap Average True Range,0.0011348793469171106,Price Short Interest,0.0009119833211384703,Market Cap Open,0.0008138364729325724,Average True Range Volume_Float_Ratio,0.0005986907185832496
csv/finviz (34).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 4, 'gb__max_depth': 5, 'gb__learning_rate': 0.01}",-12.539724978045397,380.7939494214591,0.860575687659138,Relative Volume,0.5625755421414903,Price Float Per Minute,0.06492511003125599,P/E Relative Volume,0.06297581657739086,Market Cap Price,0.04198670559381148,Float Short Institutional Transactions,0.040257320490174234,Volatility (Week) Volatility (Month),0.026144099177003385,Volume,0.022498943783772846,Short Interest Insider Ownership,0.02156952541462945,Volume Institutional Ownership,0.019523992257028076,Volume Per Minute Institutional Ownership,0.014329436832664712,Relative Volume Institutional Ownership,0.014047485503067865,Market Force Indicator Volume_Float_Ratio,0.011011968439496967,Volume Per Minute,0.010741427808427547,Volatility (Week)^2,0.007838278001294573,P/E Market Force Indicator,0.007328017442169837,Volume Institutional Transactions,0.006545745493147938,Relative Volume Insider Transactions,0.006441156768276895,Float Short,0.004864004005397554,Volume Per Minute Institutional Transactions,0.004639241518634655,Volume Per Minute Insider Transactions,0.004601083575204824,Float Short Insider Transactions,0.004511468237728644,Relative Volume Institutional Transactions,0.004461823769146656,P/E Volume Per Minute,0.00307097722892465,Short Interest Volume_Float_Ratio,0.0030613832153940433,P/E Short Ratio,0.0029858744337363428
csv/finviz (47).csv,"{'gb__subsample': 1.0, 'gb__n_estimators': 100, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 2, 'gb__max_depth': 5, 'gb__learning_rate': 0.2}",,2.239671356353763e-06,0.9999999963957953,Insider Transactions Institutional Ownership,0.4557896057581089,Market Force Indicator Volume_Float_Ratio,0.20694193234854097,Volume Per Minute Relative Volume,0.13911472491663449,Float Per Minute Institutional Ownership,0.046389974763688044,Volume Per Minute Insider Transactions,0.036337746314600974,Open,0.01988712440233637,Relative Volume Volatility (Month),0.012071099160231427,High Volume_Float_Ratio,0.01058139982105052,Volume Institutional Transactions,0.008913558779238152,High,0.007374859654954217,Float Per Minute Institutional Transactions,0.006466104730518723,Short Interest Institutional Ownership,0.006018549053563412,Institutional Transactions,0.005112799120663382,Market Force Indicator Low,0.004606852300910292,Volume Float Per Minute,0.004064965275858855,Float Per Minute Low,0.0034392188535999927,Volume_Float_Ratio^2,0.0032935753059976135,Market Cap Volatility (Month),0.0029264313812071437,Volume Per Minute Market Force Indicator,0.0027442980436689366,Low High,0.002424415404796027,Market Cap Institutional Ownership,0.0021750486132562402,Volume Insider Ownership,0.0019506472241305431,High Institutional Ownership,0.0016766804803324663,Volume Per Minute,0.0014156828575318044,Market Cap Volume Per Minute,0.0013571055693272374
csv/finviz (40).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 100, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 1, 'gb__max_depth': 4, 'gb__learning_rate': 0.2}",-38.018332565316385,1.9948875466387656e-09,0.999999999998307,Volume^2,0.292583012295177,Market Force Indicator^2,0.23284621538733366,Market Force Indicator Relative Volume,0.13788016447564047,Relative Volume,0.09291242015060155,Volume_Float_Ratio,0.06362765270901982,Volume Volume Per Minute,0.05480131444708796,Relative Volume Volume_Float_Ratio,0.03534564744436318,Insider Ownership Volume_Float_Ratio,0.01778683268880281,Market Cap Insider Ownership,0.010794036972860108,Relative Volume^2,0.010447885083453566,Market Force Indicator Volume_Float_Ratio,0.007845311298858952,Short Ratio Insider Transactions,0.006062089884422639,Volume Volume_Float_Ratio,0.0057154095011035825,Float Per Minute Float Short,0.0046210710258445,Volume Per Minute Float Short,0.004390285406653108,Relative Volume Insider Ownership,0.0033737279690681855,Float Short Relative Volume,0.0033172398127234146,Market Force Indicator Float Short,0.0023872368886614266,Volatility (Week) Volume_Float_Ratio,0.0022875680595026973,Volume Per Minute Volume_Float_Ratio,0.0014042968536746863,Float Per Minute Volatility (Week),0.001160997692924957,Average True Range Volatility (Week),0.000914841883613538,Float Per Minute Short Ratio,0.0008239094605001901,Market Cap Short Ratio,0.0007047299916355572,Float Short,0.0005980346180539093
csv/8_30.csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 4, 'gb__max_depth': 5, 'gb__learning_rate': 0.1}",-1014.5492401396348,0.2224920564051829,0.9992723909700689,Volume_Float_Ratio,0.19611512281568239,Short Ratio,0.07358123253313202,Short Ratio Average True Range,0.06147944157365438,Market Force Indicator Volatility (Week),0.053279957840279314,Insider Ownership^2,0.0530937250067304,Market Force Indicator Institutional Transactions,0.0527129375415502,Institutional Transactions Volume_Float_Ratio,0.049033825575868675,Volume,0.043859397286073104,Short Interest Average True Range,0.04210074273586389,Float Per Minute Volume_Float_Ratio,0.037244874300214115,Market Force Indicator Float Short,0.034166770807067835,Institutional Ownership Institutional Transactions,0.0270477337132839,Average True Range Institutional Transactions,0.026661341994101258,Price,0.0220326768492375,Market Force Indicator Short Ratio,0.020762036579388694,Float Short Volatility (Week),0.018085195848935504,Short Ratio^2,0.016436961611311553,Volume Per Minute Institutional Ownership,0.014057581976362836,Relative Volume Insider Ownership,0.0137370738200112,Volume^2,0.012033283854483675,P/E Volume,0.010178362428518033,Float Short Volume_Float_Ratio,0.008959395434673398,Market Force Indicator,0.007651939175031405,Float Short Institutional Transactions,0.007602760725305295,Short Ratio Relative Volume,0.007540944541932633
csv/finviz (27).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 2, 'gb__min_samples_leaf': 4, 'gb__max_depth': 3, 'gb__learning_rate': 0.01}",-0.8451931519961683,14.511310290530703,0.7552243948597188,Market Cap Float Short,0.14039837697703356,Float Short,0.13449807598824212,Float Per Minute Float Short,0.11414004853859216,Relative Volume,0.0751941894126396,Volume Short Interest,0.07423384096733139,Volume Per Minute Short Interest,0.04823372312438786,Insider Ownership Institutional Transactions,0.028729562262469387,Relative Volume Volume_Float_Ratio,0.027420313896741363,P/E Float Short,0.024068072148259508,P/E Short Interest,0.01653591006829178,Float Per Minute Short Ratio,0.011647758603387503,Relative Volume^2,0.011101462628673401,Market Cap Short Ratio,0.011035584979575325,Short Ratio High,0.01016662655379389,Short Ratio Insider Ownership,0.008573638958929866,Short Ratio Open,0.008342269101195583,Short Ratio Institutional Transactions,0.007787117634025922,Volume_Float_Ratio^2,0.007768225656667009,Short Ratio Low,0.007611704867250276,Short Ratio,0.007503789979616095,Float Short Short Interest,0.007432271175094723,Insider Ownership^2,0.007260106476041165,Short Ratio Short Interest,0.0069899200814801145,Float Per Minute Market Force Indicator,0.006040592056565893,Price Short Ratio,0.006000661105193186
csv/finviz (66).csv,"{'gb__subsample': 0.8, 'gb__n_estimators': 200, 'gb__min_samples_split': 5, 'gb__min_samples_leaf': 1, 'gb__max_depth': 4, 'gb__learning_rate': 0.01}",-0.6572492671091944,12.491842187706805,0.9598540062330134,Relative Volume,0.12908131693471397,Relative Volume Insider Transactions,0.06742709270938958,Market Force Indicator Insider Transactions,0.056119558046987296,Volume,0.055995019340256635,Relative Volume^2,0.05494744270673472,Relative Volume Institutional Transactions,0.042604543545881245,P/E Float Per Minute,0.036738926339231565,Volume Per Minute Relative Volume,0.035059149572106305,Volume_Float_Ratio,0.02547440846392184,Institutional Transactions Volume_Float_Ratio,0.02304666507867535,Market Force Indicator Insider Ownership,0.02287507814361623,Market Force Indicator Institutional Transactions,0.02153962214237377,Volume^2,0.020689452511473957,Market Force Indicator Volume_Float_Ratio,0.0189642092556275,Relative Volume Volatility (Month),0.018725575832068637,Market Force Indicator Relative Volume,0.018488725675762357,P/E Low,0.017749454450683846,Short Interest,0.01691160770070853,Volume Per Minute Institutional Transactions,0.016641796028115146,Volatility (Month) Institutional Transactions,0.01653311065420939,Insider Ownership Volume_Float_Ratio,0.0160276518475339,Market Force Indicator,0.015154640041985442,Relative Volume Insider Ownership,0.014703019047794837,Volume_Float_Ratio^2,0.014662302932111147,Low Volume_Float_Ratio,0.014446258218241461
